SerialNum,AGE_BAND_AGG8,COB_AGG3,ECONOMIC_ACTIVITY_10M,ETHNIC_GROUP_AGG2,HEALTH_IN_GENERAL,FAMILY_TYPE,HH_SOCGRADE4,HOURS_PER_WEEK_WORKED,IN_FULL_TIME_EDUCATION,INDUSTRY_CURRENT_10A,LEGAL_PARTNERSHIP_STATUS_6A,OCCUPATION_CURRENT_1DIGIT,RELIGION_BELONG_TO,RELIGION_BROUGHT_UP_IN,SEX,UR_RESIDENCE_TYPE
1643,2,3,1,2,2,1,1,3,2,2,1,2,1,,2,1
1644,6,1,5,1,2,2,4,,2,,2,,1,,1,1
1645,7,1,5,1,3,2,,,2,,2,,3,,1,1
1646,6,1,5,1,1,2,1,,2,,2,,1,,1,1
1647,4,3,7,2,1,2,1,,2,,2,,1,,1,1
1648,2,1,6,1,1,4,2,,1,,1,,1,,2,1
1649,3,1,1,1,1,2,,2,2,8,1,6,7,2,1,1
1650,6,3,1,1,5,2,2,3,2,9,2,1,7,2,2,1
1651,6,1,2,1,2,2,2,4,2,7,2,1,1,,2,1
1652,2,1,6,1,5,2,1,,1,,1,,7,4,1,1
1653,4,1,2,1,1,2,3,3,2,4,2,5,3,,2,1
1654,7,1,5,1,3,2,,,2,,2,,1,,2,1
1655,4,1,1,1,1,5,2,2,2,6,1,3,1,,2,1
1656,4,1,1,1,2,2,3,3,2,2,2,8,7,2,2,1
1657,1,1,,1,1,2,2,,1,,,,1,,2,1
1658,4,2,1,1,1,2,1,3,2,8,2,2,7,2,2,1
1659,5,1,1,1,2,2,3,2,2,8,2,4,3,,1,1
1660,8,1,5,1,3,1,,,2,,5,,1,,1,1
1661,5,3,7,2,1,2,1,,2,,2,,7,4,2,1
1662,1,1,,1,1,4,4,,,,,,1,,2,1
1663,4,1,1,1,3,2,2,3,2,8,2,4,7,2,1,1
1664,5,2,8,1,5,1,4,,2,,1,,7,4,2,1
1665,4,1,1,1,2,3,3,3,2,8,1,2,2,,1,1
1666,2,1,1,1,2,2,1,3,2,5,1,5,7,4,2,1
1667,4,3,1,1,2,2,1,3,2,5,2,1,7,4,2,1
1668,1,1,,1,1,4,4,,1,,,,3,,1,1
1669,5,1,1,1,1,2,1,4,2,8,2,2,1,,2,1
1670,2,1,1,1,1,4,4,2,2,8,1,6,4,,1,1
1671,8,3,5,1,3,1,,,2,,5,,7,4,2,1
1672,6,1,2,1,3,2,2,3,2,5,2,1,1,,2,1
1673,6,1,5,1,2,2,3,,2,,2,,3,,1,1
1674,2,1,2,1,1,2,3,2,2,1,1,5,4,,2,1
1675,2,1,1,1,2,1,2,2,2,5,1,7,1,,1,1
1676,5,1,8,1,3,4,,,2,,1,,1,,2,1
1677,5,1,2,1,2,2,3,2,2,4,2,5,1,,2,1
1678,1,1,,1,1,2,1,,1,,,,2,,1,1
1679,6,2,7,1,2,2,3,,2,,2,,5,,1,1
1680,3,1,1,1,1,2,2,1,2,5,2,7,2,,1,1
1681,1,1,,1,1,2,3,,1,,,,2,,2,1
1682,1,1,,1,1,4,4,,,,,,5,,1,1
1683,3,1,4,1,2,3,4,2,1,5,1,9,1,,1,1
1684,1,1,,1,1,2,2,,1,,,,1,,2,1
1685,4,1,1,1,3,4,,3,2,7,1,4,7,1,2,1
1686,7,1,5,1,1,1,,,2,,1,,1,,1,1
1687,4,1,1,1,3,2,2,3,2,8,2,4,1,,2,1
1688,1,1,,1,3,2,2,,1,,,,1,,1,1
1689,4,3,9,1,1,1,4,,2,,1,,7,3,1,1
1690,2,1,4,1,1,2,1,,1,,1,,3,,1,1
1691,7,1,5,1,3,4,,,2,,4,,4,,1,1
1692,2,1,4,1,2,4,4,2,1,5,1,9,2,,1,1
1693,8,1,5,1,1,1,,,2,,5,,3,,1,1
1694,4,1,2,1,2,2,2,4,2,2,2,3,7,1,2,1
1695,1,1,,1,2,2,2,,1,,,,5,,1,1
1696,6,1,2,1,2,2,3,3,2,2,2,5,2,,2,1
1697,5,1,1,1,2,2,4,2,2,8,2,2,1,,1,1
1698,3,1,1,1,2,4,1,3,2,8,1,2,7,2,1,1
1699,6,1,1,1,2,4,,3,2,7,1,4,2,,1,1
1700,3,1,1,1,1,2,2,3,2,8,2,3,7,2,1,1
1701,1,1,,1,1,3,3,,1,,,,2,,1,1
1702,4,1,1,1,1,1,1,3,2,2,1,2,5,,2,1
1703,5,1,3,1,2,2,,,2,,1,,1,,2,1
1704,3,1,2,1,1,2,,3,2,5,1,9,1,,2,1
1705,1,1,,1,3,2,4,,1,,,,3,,2,1
1706,5,1,1,1,2,2,2,2,2,8,2,2,1,,1,1
1707,7,1,5,1,1,1,1,,2,,5,,7,2,1,1
1708,6,1,8,1,4,1,4,,2,,1,,1,,2,1
1709,1,1,,1,1,4,4,,1,,,,7,4,1,1
1710,4,1,1,1,1,2,1,3,2,8,2,4,2,,2,1
1711,7,1,2,1,2,2,,1,2,4,2,1,4,,1,1
1712,7,1,5,1,1,2,,,2,,2,,2,,2,1
1713,2,1,4,1,2,1,2,1,1,9,1,9,7,1,2,1
1714,5,2,8,1,2,1,4,,2,,1,,1,,2,1
1715,3,1,1,1,1,2,3,3,2,3,1,2,1,,2,1
1716,1,1,,1,1,2,1,,1,,,,3,,2,1
1717,8,1,5,1,3,1,,,2,,5,,2,,1,1
1718,2,1,4,1,1,2,3,1,1,5,1,9,2,,2,1
1719,1,1,,1,1,4,4,,1,,,,8,1,1,1
1720,3,1,2,1,1,1,2,4,2,6,1,1,1,,2,1
1721,1,1,,1,1,4,4,,,,,,8,4,1,1
1722,1,1,,1,1,2,1,,,,,,1,,1,1
1723,4,1,1,1,2,3,2,3,2,6,1,2,1,,2,1
1724,1,1,,1,1,5,4,,1,,,,1,,2,1
1725,3,1,9,1,1,5,3,,2,,1,,7,2,2,1
1726,1,1,,1,1,4,4,,1,,,,1,,1,1
1727,5,1,1,1,3,4,3,2,2,8,1,6,1,,1,1
1728,6,1,1,1,2,2,2,2,2,8,2,6,1,,1,1
1729,6,1,5,1,2,2,,,2,,2,,7,4,1,1
1730,1,1,,1,1,3,3,,1,,,,4,,1,1
1731,1,1,,1,2,4,1,,,,,,1,,2,1
1732,5,3,1,1,2,2,4,3,2,2,2,9,1,,2,1
1733,7,1,1,1,3,1,,3,2,5,1,8,2,,2,1
1734,4,1,1,1,3,1,3,3,2,5,1,8,7,1,2,1
1735,2,1,1,1,1,3,2,3,2,8,1,6,3,,1,1
1736,2,1,6,1,2,4,2,,1,,1,,7,1,2,1
1737,5,1,1,1,1,3,3,4,2,3,1,8,1,,2,1
1738,7,1,8,1,4,2,,,2,,2,,7,1,2,1
1739,3,1,1,1,1,1,2,3,2,5,3,2,2,,1,1
1740,5,1,1,1,1,2,3,3,2,5,2,5,3,,2,1
1741,1,1,,1,1,2,2,,1,,,,1,,1,1
1742,2,1,1,1,1,2,2,3,2,8,1,3,2,,2,1
1743,5,2,2,1,1,2,1,2,2,8,2,3,7,4,1,1
1744,8,1,5,1,1,2,,,2,,2,,2,,1,1
1745,7,1,5,1,2,2,,,2,,2,,7,4,1,1
1746,6,1,7,1,2,2,3,,2,,2,,2,,1,1
1747,3,1,1,1,2,3,2,1,2,5,1,7,7,4,2,1
1748,5,1,1,1,2,2,3,2,2,8,2,2,2,,1,1
1749,6,1,8,1,3,2,4,,2,,2,,2,,1,1
1750,3,1,1,1,1,1,4,3,2,2,1,8,8,1,2,1
1751,8,1,5,1,2,2,2,,2,,2,,1,,1,1
1752,3,1,2,1,1,2,2,3,2,8,1,4,7,4,2,1
1753,4,1,1,1,1,2,,4,2,7,1,9,6,,2,1
1754,1,1,,1,1,2,1,,1,,,,7,2,1,1
1755,2,1,1,1,1,5,3,3,2,4,1,5,7,4,2,1
1756,5,1,7,1,2,2,4,,2,,2,,2,,1,1
1757,7,1,5,1,3,2,,,2,,2,,7,4,1,1
1758,4,1,1,1,1,2,2,3,2,7,2,2,1,,1,1
1759,4,1,1,1,1,2,1,3,2,7,2,1,5,,2,1
1760,3,3,3,1,2,3,2,,2,,1,,7,4,2,1
1761,8,1,5,1,3,2,,,2,,2,,3,,2,1
1762,3,1,1,1,2,2,3,3,2,2,1,9,3,,2,1
1763,2,1,1,1,1,3,2,3,2,4,1,5,1,,2,1
1764,6,1,7,1,3,2,4,,2,,2,,5,,1,1
1765,7,1,1,1,2,2,,3,2,8,2,6,2,,2,1
1766,6,1,1,1,4,1,2,2,2,8,4,4,3,,1,1
1767,4,1,8,1,3,3,4,,2,,1,,4,,2,1
1768,4,1,1,1,1,2,1,3,2,8,2,3,1,,2,1
1769,7,1,5,1,3,1,,,2,,5,,3,,1,1
1770,4,1,1,1,2,3,2,2,2,7,1,4,7,1,2,1
1771,8,1,5,1,2,2,,,2,,2,,8,2,1,1
1772,1,1,,1,1,4,4,,,,,,7,4,1,1
1773,7,1,2,1,3,2,,4,2,5,2,7,2,,2,1
1774,8,1,5,1,3,4,,,2,,4,,4,,1,1
1775,7,1,5,1,1,2,,,2,,2,,8,1,1,1
1776,1,1,,1,1,2,1,,,,,,1,,1,1
1777,4,2,9,1,3,1,4,,2,,1,,1,,2,1
1778,7,1,5,1,2,1,,,2,,3,,1,,1,1
1779,2,1,1,1,1,4,1,2,2,5,1,7,1,,2,1
1780,1,1,,1,1,3,3,,1,,,,4,,1,1
1781,5,2,1,1,1,2,2,3,2,7,2,3,1,,2,1
1782,2,1,1,1,1,2,3,3,2,5,1,1,1,,1,1
1783,4,1,2,1,1,2,1,3,2,9,2,6,1,,1,1
1784,1,1,,1,1,2,1,,1,,,,2,,2,1
1785,3,2,9,2,3,1,4,,2,,1,,7,4,2,1
1786,5,1,1,1,1,2,1,2,2,8,2,9,1,,1,1
1787,3,3,1,1,1,3,2,3,2,5,3,1,7,4,2,1
1788,5,1,1,1,2,1,2,3,2,8,1,4,1,,1,1
1789,4,1,8,1,4,1,4,,2,,1,,1,,2,1
1790,3,1,2,1,1,2,2,3,2,4,2,5,1,,2,1
1791,4,2,7,1,2,3,3,,2,,1,,7,1,1,1
1792,4,1,8,1,2,2,4,,2,,2,,1,,1,1
1793,6,3,5,2,2,2,4,,2,,2,,7,4,1,1
1794,4,1,1,1,1,2,2,3,2,5,2,9,7,4,2,1
1795,8,1,5,1,3,2,,,2,,2,,3,,1,1
1796,2,1,6,1,3,3,4,,1,,1,,2,,1,1
1797,6,1,2,1,2,2,1,4,2,1,2,1,2,,2,1
1798,1,1,,1,4,2,3,,1,,,,5,,2,1
1799,2,1,1,1,3,4,4,2,2,2,1,9,1,,1,1
1800,3,1,1,1,1,1,2,3,2,4,1,4,2,,1,1
1801,1,1,,1,1,2,2,,1,,,,5,,2,1
1802,1,1,,1,1,2,2,,,,,,7,4,1,1
1803,2,1,1,1,1,2,3,3,2,8,1,2,1,,1,1
1804,3,1,2,1,1,2,2,3,2,7,2,2,5,,2,1
1805,2,1,7,1,2,4,4,,2,,1,,1,,1,1
1806,1,1,,1,1,2,2,,1,,,,7,4,1,1
1807,1,1,,1,1,2,1,,1,,,,7,4,2,1
1808,3,1,2,1,2,2,2,3,2,4,1,1,2,,2,1
1809,1,1,,1,3,2,3,,1,,,,3,,1,1
1810,2,1,4,1,1,4,2,,1,,1,,1,,2,1
1811,1,1,,1,1,2,2,,1,,,,1,,1,1
1812,7,1,5,1,4,5,,,2,,4,,2,,2,1
1813,4,1,1,1,2,2,3,3,2,4,2,8,7,2,2,1
1814,4,1,1,1,1,2,3,2,2,4,2,2,1,,1,1
1815,6,1,1,1,1,2,4,3,2,3,2,9,5,,2,1
1816,6,1,2,1,1,2,2,3,2,2,2,2,1,,2,1
1817,5,1,1,1,1,4,2,2,2,8,4,4,7,2,1,1
1818,2,1,6,1,1,2,4,,1,,1,,1,,1,1
1819,1,1,,1,1,4,1,,1,,,,7,4,2,1
1820,7,1,5,1,4,5,,,2,,5,,1,,2,1
1821,5,1,2,1,2,2,3,3,2,4,2,5,1,,2,1
1822,5,1,1,1,3,1,4,2,2,2,2,8,1,,2,1
1823,2,1,3,1,1,2,3,,2,,1,,7,2,2,1
1824,4,1,1,1,2,2,2,3,2,8,2,3,1,,2,1
1825,2,1,1,1,1,1,3,1,2,5,1,5,1,,2,1
1826,4,1,1,1,2,2,,3,2,8,1,3,2,,1,1
1827,4,1,1,1,1,3,2,3,2,5,1,9,7,4,2,1
1828,6,1,8,1,4,2,4,,2,,2,,1,,2,1
1829,4,1,2,1,1,2,2,1,2,2,2,3,2,,2,1
1830,5,1,2,1,2,2,3,4,2,1,2,5,3,,2,1
1831,8,1,5,1,2,2,,,2,,2,,2,,1,1
1832,2,1,6,1,1,4,3,,1,,1,,1,,1,1
1833,5,1,7,1,1,5,,,2,,1,,1,,1,1
1834,1,1,,1,1,4,4,,,,,,1,,2,1
1835,3,1,2,1,1,2,3,3,2,4,2,5,1,,2,1
1836,4,3,1,1,2,3,2,3,2,6,3,7,1,,2,1
1837,8,1,5,1,3,1,,,2,,5,,1,,2,1
1838,7,1,5,1,4,1,,,2,,4,,1,,1,1
1839,5,1,1,1,1,3,2,3,2,8,1,4,7,2,1,1
1840,3,3,7,2,2,2,4,,2,,2,,6,,1,1
1841,2,3,4,1,1,4,2,1,1,5,1,7,6,,2,1
1842,8,1,5,1,3,2,,,2,,2,,2,,1,1
1843,7,1,5,1,3,2,,,2,,2,,3,,2,1
1844,1,1,,1,1,2,1,,,,,,1,,1,1
1845,1,1,,1,3,2,4,,1,,,,1,,1,1
1846,7,1,5,1,2,2,,,2,,2,,1,,2,1
1847,2,1,4,1,2,1,2,3,1,6,1,2,7,2,1,1
1848,1,1,,2,1,2,2,,1,,,,7,4,2,1
1849,4,1,1,1,1,2,3,3,2,8,2,3,1,,2,1
1850,5,1,2,1,1,2,1,4,2,5,2,5,1,,2,1
1851,6,3,3,1,1,1,4,,2,,4,,1,,2,1
1852,6,1,1,1,2,1,4,3,2,6,3,8,7,4,2,1
1853,7,1,3,1,1,1,,,2,,3,,1,,2,1
1854,7,1,5,1,1,1,,,2,,1,,1,,1,1
1855,1,1,,1,1,3,2,,1,,,,7,4,2,1
1856,7,1,5,1,4,1,,,2,,4,,3,,2,1
1857,7,1,5,1,3,2,,,2,,2,,7,2,1,1
1858,1,1,,1,1,2,1,,,,,,1,,1,1
1859,4,2,3,1,1,3,2,,2,,1,,7,2,2,1
1860,1,3,,1,1,2,2,,1,,,,7,4,2,1
1861,1,1,,1,1,2,3,,,,,,7,4,2,1
1862,6,1,2,1,2,1,2,4,2,1,1,1,2,,2,1
1863,7,1,1,1,1,1,,4,2,9,1,1,1,,2,1
1864,2,3,1,1,2,2,4,3,2,8,1,6,1,,1,1
1865,6,1,1,1,1,2,1,3,2,7,2,1,1,,2,1
1866,8,1,5,1,3,2,,,2,,2,,2,,1,1
1867,8,1,5,1,3,2,,,2,,2,,3,,2,1
1868,8,1,5,1,4,2,,,2,,2,,3,,1,1
1869,7,2,5,1,4,2,,,2,,2,,1,,1,1
1870,3,1,8,1,1,3,1,,2,,1,,1,,2,1
1871,5,2,1,1,1,4,3,3,2,8,3,6,1,,1,1
1872,3,1,9,1,2,2,,,2,,1,,7,1,2,1
1873,5,1,1,1,1,2,1,2,2,8,2,4,1,,1,1
1874,1,1,,1,1,2,2,,1,,,,1,,2,1
1875,1,1,,1,1,4,4,,,,,,2,,1,1
1876,7,1,2,1,4,1,,3,2,1,1,1,1,,2,1
1877,8,1,5,1,2,2,,,2,,2,,2,,2,1
1878,6,1,5,1,2,2,,,2,,2,,3,,2,1
1879,6,1,1,1,1,3,1,1,2,8,4,2,3,,1,1
1880,1,1,,1,1,4,4,,,,,,7,2,1,1
1881,8,1,5,1,4,1,,,2,,5,,3,,2,1
1882,6,1,1,1,1,2,1,2,2,8,2,2,1,,1,1
1883,1,3,,2,1,2,1,,1,,,,6,,2,1
1884,6,1,5,1,2,1,3,,2,,4,,7,2,2,1
1885,7,1,5,1,3,1,,,2,,4,,1,,1,1
1886,8,1,8,1,4,1,,,2,,5,,3,,1,1
1887,8,1,5,1,1,1,,,2,,5,,2,,2,1
1888,4,1,2,1,1,3,4,1,2,5,1,9,7,2,1,1
1889,5,1,1,1,2,4,4,1,2,8,5,9,3,,1,1
1890,3,1,1,1,1,2,3,3,2,5,1,2,2,,1,1
1891,1,1,,1,1,2,1,,1,,,,1,,2,1
1892,1,1,,1,3,4,4,,1,,,,1,,2,1
1893,1,1,,1,1,3,4,,1,,,,7,4,2,1
1894,4,3,1,1,1,2,3,3,2,6,2,9,5,,2,1
1895,1,1,,1,1,2,3,,1,,,,3,,2,1
1896,6,1,5,1,3,2,,,2,,2,,1,,1,1
1897,6,1,7,1,2,2,,,2,,2,,2,,1,1
1898,3,1,1,1,1,5,2,3,2,5,1,7,2,,2,1
1899,7,2,5,1,4,2,,,2,,2,,7,2,2,1
1900,1,2,,1,1,2,1,,1,,,,7,4,1,1
1901,4,1,1,1,1,2,4,2,2,5,2,7,3,,1,1
1902,1,1,,1,1,2,1,,1,,,,7,4,2,1
1903,6,1,1,1,1,2,2,3,2,8,2,5,3,,2,1
1904,4,1,1,1,1,2,1,3,2,8,2,4,5,,2,1
1905,8,1,5,1,3,2,,,2,,2,,4,,1,1
1906,1,1,,1,1,2,3,,1,,,,2,,2,1
1907,5,1,1,1,1,2,4,3,2,5,2,9,3,,1,1
1908,4,1,1,1,2,2,1,3,2,8,2,2,1,,1,1
1909,5,1,1,1,2,2,3,2,2,8,2,4,7,1,1,1
1910,2,2,4,1,2,1,4,3,1,4,1,5,1,,2,1
1911,2,1,2,1,1,2,3,4,2,1,1,5,1,,2,1
1912,7,1,5,1,3,2,,,2,,2,,1,,1,1
1913,7,2,1,1,1,2,,3,2,5,2,5,7,2,2,1
1914,1,1,,1,1,4,3,,,,,,1,,2,1
1915,6,1,8,1,5,2,4,,2,,2,,5,,1,1
1916,8,1,5,1,2,1,,,2,,5,,1,,2,1
1917,6,1,1,1,1,2,2,1,2,8,2,4,7,1,1,1
1918,8,1,9,1,2,1,,,2,,5,,1,,1,1
1919,2,1,6,1,1,4,2,,1,,1,,1,,2,1
1920,4,1,1,1,2,1,2,2,2,8,1,2,2,,2,1
1921,5,1,2,1,2,2,2,2,2,4,2,5,3,,2,1
1922,5,1,1,1,2,4,4,1,2,5,4,9,2,,1,1
1923,5,1,1,1,2,2,1,3,2,6,2,2,1,,1,1
1924,4,3,1,2,2,1,2,3,2,5,4,4,7,4,1,1
1925,5,1,1,1,1,1,4,1,2,5,4,7,4,,1,1
1926,1,1,,1,1,2,4,,1,,,,4,,2,1
1927,3,1,1,1,1,2,2,3,2,6,1,2,1,,1,1
1928,1,2,,1,2,5,2,,1,,,,1,,2,1
1929,2,1,1,1,1,4,2,3,2,8,1,4,7,2,1,1
1930,6,1,1,1,2,4,4,2,2,5,4,9,7,2,1,1
1931,1,1,,1,1,2,3,,1,,,,3,,2,1
1932,6,1,8,1,4,2,4,,2,,2,,1,,1,1
1933,6,1,5,1,2,2,,,2,,2,,7,2,1,1
1934,1,1,,1,1,2,3,,1,,,,1,,2,1
1935,7,1,1,1,1,2,,1,2,8,2,9,1,,2,1
1936,2,1,6,1,1,1,3,,1,,1,,1,,1,1
1937,1,1,,1,1,2,3,,,,,,5,,2,1
1938,2,1,7,1,2,2,3,,2,,2,,5,,1,1
1939,1,1,,1,2,2,2,,1,,,,1,,2,1
1940,1,1,,1,1,4,4,,1,,,,1,,2,1
1941,2,1,1,1,1,2,1,1,2,8,1,4,5,,1,1
1942,3,1,1,1,1,2,2,3,2,8,1,2,1,,2,1
1943,6,2,1,1,2,1,1,3,2,7,4,1,7,4,2,1
1944,4,1,2,1,1,2,3,3,2,5,2,5,1,,2,1
1945,7,1,5,1,4,2,,,2,,2,,1,,2,1
1946,1,1,,1,1,2,3,,1,,,,7,4,1,1
1947,5,1,1,1,1,2,3,3,2,6,2,8,2,,2,1
1948,6,1,2,1,2,2,1,4,2,7,2,2,3,,2,1
1949,3,1,1,1,1,2,2,1,2,5,1,5,2,,1,1
1950,3,3,2,2,4,4,,2,2,1,3,5,5,,2,1
1951,4,3,1,1,1,2,2,4,2,6,2,8,7,1,2,1
1952,4,1,1,1,1,4,3,2,2,8,1,6,5,,1,1
1953,1,1,,1,1,2,1,,,,,,3,,2,1
1954,5,1,2,1,1,2,1,4,2,7,2,1,1,,1,1
1955,5,1,2,1,1,2,3,3,2,7,2,6,2,,2,1
1956,6,2,8,1,5,1,4,,2,,4,,7,2,2,1
1957,2,1,3,1,2,2,2,,2,,1,,7,2,2,1
1958,7,1,1,1,1,1,,2,2,8,1,4,3,,1,1
1959,1,1,,1,1,4,4,,,,,,7,4,2,1
1960,7,2,5,1,2,2,,,2,,2,,7,2,2,1
1961,6,1,1,1,2,2,3,4,2,6,2,8,5,,2,1
1962,5,2,1,1,1,2,2,3,2,8,2,2,1,,2,1
1963,8,1,2,1,3,2,,3,2,5,2,5,3,,2,1
1964,7,1,5,1,1,2,,,2,,2,,1,,2,1
1965,1,1,,1,1,2,1,,1,,,,2,,1,1
1966,4,1,1,1,1,2,1,3,2,7,2,1,1,,1,1
1967,5,1,8,1,3,2,3,,2,,2,,1,,1,1
1968,1,1,,1,1,3,3,,,,,,3,,1,1
1969,1,1,,1,1,2,2,,1,,,,2,,1,1
1970,2,2,8,1,4,2,2,,2,,1,,1,,2,1
1971,3,3,1,1,2,1,4,3,2,2,1,8,1,,2,1
1972,2,1,6,1,1,1,2,,1,,1,,1,,1,1
1973,2,1,1,1,1,2,2,3,2,4,1,5,2,,2,1
1974,1,1,,1,2,2,1,,,,,,1,,1,1
1975,5,1,8,1,5,1,4,,2,,1,,1,,2,1
1976,3,1,9,1,3,1,4,,2,,1,,7,4,2,1
1977,3,3,1,1,2,1,4,4,2,5,1,8,1,,2,1
1978,4,1,8,1,2,4,,,2,,1,,1,,2,1
1979,8,2,5,1,3,2,,,2,,2,,1,,2,1
1980,2,1,6,1,1,2,1,,1,,1,,2,,1,1
1981,1,2,,1,1,4,3,,1,,,,3,,1,1
1982,7,1,5,1,3,2,,,2,,2,,7,2,2,1
1983,1,1,,1,2,4,4,,1,,,,1,,2,1
1984,1,1,,1,1,2,3,,,,,,2,,2,1
1985,6,1,8,1,4,2,3,,2,,2,,1,,1,1
1986,6,1,1,1,3,4,2,3,2,7,3,7,7,2,1,1
1987,5,3,1,1,2,2,1,2,2,7,2,2,2,,2,1
1988,8,1,5,1,3,1,,,2,,5,,3,,1,1
1989,8,1,5,1,4,2,,,2,,2,,2,,2,1
1990,7,3,5,2,2,1,,,2,,4,,6,,2,1
1991,1,1,,1,1,4,4,,,,,,2,,1,1
1992,2,2,1,1,2,1,4,3,2,2,1,8,1,,2,1
1993,3,1,1,1,1,1,1,4,2,8,1,2,2,,1,1
1994,1,1,,1,1,2,1,,1,,,,5,,1,1
1995,2,3,1,1,1,1,4,3,2,2,1,9,7,4,1,1
1996,3,3,9,2,2,2,4,,2,,2,,6,,1,1
1997,3,1,1,1,1,3,3,3,2,7,1,2,1,,1,1
1998,3,1,1,1,1,3,2,3,2,7,1,2,1,,1,1
1999,1,1,,1,2,2,4,,1,,,,1,,2,1
2000,7,1,5,1,3,3,,,2,,4,,1,,1,1
2001,6,1,2,1,3,2,3,1,2,4,2,5,1,,2,1
2002,4,1,1,1,1,4,4,1,2,5,1,7,1,,2,1
2003,1,1,,1,1,2,1,,1,,,,1,,2,1
2004,8,1,5,1,3,2,,,2,,2,,2,,1,1
2005,4,1,2,1,1,3,3,1,2,9,1,1,1,,1,1
2006,5,1,3,1,3,1,4,,2,,1,,1,,2,1
2007,4,1,1,1,2,2,1,4,2,8,2,2,1,,2,1
2008,4,1,1,1,2,2,2,3,2,3,2,3,3,,2,1
2009,5,1,7,1,3,2,3,,2,,2,,3,,1,1
2010,1,1,,1,1,2,4,,1,,,,5,,2,1
2011,3,3,9,1,2,4,4,,2,,3,,7,4,1,1
2012,6,2,1,1,2,1,1,3,2,8,1,2,3,,2,1
2013,5,1,2,1,1,2,1,1,2,9,2,3,1,,1,1
2014,1,1,,1,3,4,4,,1,,,,1,,2,1
2015,7,2,5,1,2,2,,,2,,2,,2,,1,1
2016,7,1,5,1,2,2,,,2,,2,,4,,2,1
2017,7,1,5,1,3,4,,,2,,4,,4,,1,1
2018,4,1,1,1,1,2,1,2,2,7,2,4,2,,1,1
2019,2,1,6,1,1,4,2,,1,,1,,1,,1,1
2020,4,1,1,1,2,2,3,2,2,8,2,4,1,,1,1
2021,6,1,8,1,3,1,4,,2,,4,,1,,1,1
2022,3,1,8,1,2,2,,,2,,1,,3,,1,1
2023,4,1,1,1,1,2,3,3,2,4,2,5,1,,2,1
2024,1,1,,1,1,2,3,,1,,,,2,,1,1
2025,2,1,6,1,1,4,3,,1,,1,,1,,1,1
2026,8,2,5,1,4,1,,,2,,4,,1,,1,1
2027,7,1,5,1,3,2,,,2,,2,,1,,1,1
2028,6,1,1,1,2,2,2,3,2,9,2,3,1,,1,1
2029,4,1,8,1,4,3,1,,2,,1,,7,1,2,1
2030,1,1,,1,1,3,4,,1,,,,8,2,1,1
2031,5,1,2,1,3,3,2,4,2,6,1,4,3,,2,1
2032,1,1,,1,2,4,4,,1,,,,2,,2,1
2033,2,1,7,1,1,2,3,,2,,2,,5,,1,1
2034,1,1,,1,1,4,4,,,,,,7,4,2,1
2035,3,3,2,1,1,3,3,4,2,3,1,5,7,1,2,1
2036,1,1,,1,1,3,2,,1,,,,2,,2,1
2037,3,1,1,1,1,2,2,3,2,5,2,3,2,,2,1
2038,4,2,1,1,1,4,4,1,2,5,1,7,1,,1,1
2039,1,1,,1,1,2,2,,1,,,,1,,2,1
2040,4,1,1,1,2,2,3,3,2,4,2,5,7,4,2,1
2041,8,1,8,1,2,1,,,2,,5,,7,2,1,1
2042,6,1,1,1,2,2,4,1,2,8,2,9,3,,1,1
2043,1,1,,1,1,2,1,,1,,,,1,,2,1
2044,8,1,5,1,3,2,,,2,,2,,2,,2,1
2045,8,1,5,1,4,2,,,2,,2,,1,,1,1
2046,5,1,1,1,1,2,2,3,2,8,2,2,1,,2,1
2047,5,1,5,1,2,2,,,2,,1,,1,,1,1
2048,5,1,1,1,1,2,4,3,2,8,2,2,1,,1,1
2049,1,1,,1,1,4,3,,1,,,,1,,2,1
2050,6,1,7,1,4,2,3,,2,,2,,1,,1,1
2051,8,1,8,1,4,1,,,2,,5,,4,,1,1
2052,7,1,5,1,3,2,,,2,,2,,1,,2,1
2053,3,1,8,1,4,3,3,,2,,1,,7,1,1,1
2054,6,1,2,1,1,2,3,2,2,5,2,5,1,,2,1
2055,4,1,1,1,1,1,1,3,2,6,3,2,2,,2,1
2056,5,1,1,1,1,1,2,2,2,2,1,1,3,,1,1
2057,1,1,,1,1,2,2,,1,,,,1,,2,1
2058,7,1,5,1,2,2,,,2,,2,,1,,1,1
2059,8,1,5,1,3,1,,,2,,5,,2,,1,1
2060,4,3,1,1,2,2,3,3,2,5,2,5,1,,2,1
2061,1,1,,1,3,4,4,,1,,,,2,,1,1
2062,2,1,1,1,1,2,3,2,2,5,1,7,3,,2,1
2063,5,1,1,1,1,2,1,3,2,8,2,4,2,,1,1
2064,3,1,1,1,1,4,4,2,2,8,1,2,2,,1,1
2065,3,1,1,1,1,2,2,3,2,7,1,3,5,,1,1
2066,1,1,,1,2,2,3,,1,,,,2,,2,1
2067,3,1,1,1,1,1,3,3,2,6,1,5,3,,2,1
2068,2,1,1,1,1,4,4,3,2,2,1,9,3,,2,1
2069,1,1,,1,1,2,3,,,,,,1,,1,1
2070,1,1,,1,1,2,2,,1,,,,1,,2,1
2071,7,1,5,1,5,1,,,2,,4,,1,,1,1
2072,3,1,1,1,4,3,2,3,2,9,1,7,7,2,1,1
2073,6,1,5,1,1,2,3,,2,,2,,2,,1,1
